
267, 0
267, 0
268, 0
268, 0
268, 0
268, 0
268, 0
268, 0
264, 0
267, 0
285, 0
267, 0
264, 1
263, 1
363, 1
322, 1
309, 2
278, 2
275, 2
271, 2
269, 3
390, 3
388, 3
393, 3
383, 4
415, 4
594, 4
597, 4
590, 5
591, 5
588, 5
331, 5
329, 6
328, 6
328, 6
313, 6
581, 7
556, 7
589, 7
556, 7
372, 8
243, 8
244, 8
243, 8
243, 9
326, 9
224, 9
224, 9
224, 10
247, 10
247, 10
247, 11
247, 11
247, 11
265, 11
238, 12
239, 12
236, 12
239, 13
255, 13
239, 13
239, 13
247, 14
246, 14
250, 14
246, 14
260, 15
250, 15
259, 15
261, 16
268, 16
267, 16
285, 16
267, 17
260, 17
260, 17
259, 18
287, 18
259, 18
260, 18
259, 19
259, 19
269, 19
264, 20
263, 20
256, 20
263, 20
276, 21
364, 21
275, 21
290, 21
228, 22
230, 22
227, 22
227, 23
144, 23
143, 23
145, 23
143, 24
140, 24
159, 24
139, 25
140, 25
208, 25
290, 25
402, 26
290, 26
291, 26
497, 27
496, 27
504, 27
496, 27
557, 28
558, 28
556, 28
559, 29
564, 29
563, 29
590, 29
563, 30
695, 30
563, 30
563, 30
594, 31
564, 31
564, 31
563, 32
563, 32
563, 32
563, 32
563, 33
564, 33
563, 33
577, 34
566, 34
713, 34
568, 34
568, 35
570, 35
566, 35
566, 36
564, 36
563, 36
565, 36
563, 37
561, 37
589, 37
559, 37
561, 38
532, 38
671, 38
563, 39
605, 39
533, 39
453, 39
452, 40
468, 40
452, 40
243, 41
240, 41
242, 41
247, 41
220, 42
220, 42
210, 42
297, 43
217, 43
216, 43
216, 43
232, 44
216, 44
217, 44
216, 45
216, 45
220, 45
220, 45
220, 46
219, 46
220, 46
342, 46
313, 47
313, 47
410, 47
497, 48
506, 48
496, 48
496, 48
559, 49
556, 49
560, 49
556, 50
571, 50
586, 50
570, 50
572, 51
576, 51
573, 51
604, 52
573, 52
572, 52
570, 52
570, 53
602, 53
571, 53
567, 54
567, 54
567, 54
567, 54
567, 55
567, 55
569, 55
566, 55
574, 56
566, 56
654, 56
590, 57
568, 57
571, 57
566, 57
566, 58
567, 58
566, 58
568, 59
566, 59
567, 59
598, 59
566, 60
705, 60
567, 60
563, 61
596, 61
563, 61
563, 61
565, 62
563, 62
570, 62
563, 63
564, 63
565, 63
563, 63
567, 64
560, 64
561, 64
582, 64
560, 65
526, 65
525, 65
525, 66
554, 66
355, 66
356, 66
354, 67
355, 67
247, 67
247, 68
247, 68
246, 68
247, 68
265, 69
321, 69
235, 69
226, 69
260, 70
263, 70
259, 70
259, 71
267, 71
267, 71
270, 71
267, 72
255, 72
268, 72
255, 73
255, 73
321, 73
239, 73
335, 74
239, 74
255, 74
255, 75
255, 75
285, 75
255, 75
268, 76
264, 76
267, 76
273, 77
294, 77
294, 77
288, 77
294, 78
295, 78
294, 78
294, 78
312, 79
298, 79
299, 79
298, 80
298, 80
295, 80
294, 80
295, 81
294, 81
291, 81
317, 82
290, 82
382, 82
291, 82
287, 83
317, 83
286, 83
287, 84
276, 84
279, 84
284, 84
278, 85
271, 85
264, 85
271, 86
273, 86
287, 86
379, 86
301, 87
304, 87
291, 87
290, 87
290, 88
315, 88
279, 88
280, 89
279, 89
279, 89
279, 89
263, 90
264, 90
260, 90
342, 89
275, 89
328, 89
259, 89
256, 88
260, 88
264, 88
259, 87
259, 87
260, 87
259, 87
261, 86
259, 86
264, 86
280, 85
342, 85
264, 85
364, 85
263, 84
287, 84
263, 84
264, 84
283, 83
282, 83
296, 83
283, 82
291, 82
288, 82
290, 82
294, 81
293, 81
290, 81
282, 80
290, 80
279, 80
279, 80
279, 79
301, 79
287, 79
288, 78
286, 78
286, 78
291, 78
290, 77
291, 77
291, 77
291, 77
319, 76
290, 76
354, 76
290, 75
290, 75
299, 75
290, 75
290, 74
292, 74
298, 74
301, 73
298, 73
295, 73
308, 73
294, 72
389, 72
298, 72
298, 71
323, 71
298, 71
279, 71
279, 70
279, 70
310, 70
251, 69
251, 69
250, 69
250, 69
251, 68
235, 68
235, 68
226, 68
235, 67
267, 67
258, 67
264, 66
279, 66
264, 66
265, 66
263, 65
263, 65
264, 65
263, 64
264, 64
263, 64
236, 64
263, 63
235, 63
236, 63
332, 62
268, 62
276, 62
267, 62
267, 61
328, 61
332, 61
335, 61
332, 60
536, 60
544, 60
535, 59
537, 59
699, 59
560, 59
592, 58
559, 58
564, 58
563, 57
563, 57
596, 57
568, 57
568, 56
567, 56
567, 56
567, 55
566, 55
567, 55
568, 55
567, 54
718, 54
566, 54
567, 53
594, 53
567, 53
569, 53
567, 52
566, 52
567, 52
566, 52
568, 51
566, 51
567, 51
599, 50
566, 50
708, 50
568, 50
567, 49
584, 49
566, 49
567, 48
571, 48
570, 48
575, 48
570, 47
571, 47
572, 47
570, 46
572, 46
570, 46
570, 46
597, 45
704, 45
571, 45
570, 45
570, 44
602, 44
550, 44
551, 43
549, 43
549, 43
382, 43
382, 42
383, 42
380, 42
235, 41
253, 41
322, 41
235, 41
235, 40
216, 40
220, 40
216, 39
216, 39
226, 39
216, 39
217, 38
216, 38
216, 38
233, 37
216, 37
217, 37
220, 37
