468, 0, 0
470, 0, 0
466, 0, 0
468, 0, 0
468, 0, 0
493, 0, 0
468, 0, 0
468, 0, 0
468, 0, 0
468, 1, 0
467, 1, 0
563, 1, 0
528, 2, 0
509, 2, 0
502, 2, 0
500, 3, 0
488, 3, 0
484, 3, 0
487, 4, 0
443, 4, 0
442, 4, 0
444, 5, 0
441, 5, 0
523, 5, 0
414, 6, 0
416, 6, 0
158, 6, 0
158, 7, 0
164, 7, 0
157, 7, 0
89, 8, 0
84, 8, 0
114, 8, 0
72, 9, 0
72, 9, 0
72, 9, 0
76, 10, 0
181, 10, 0
181, 10, 0
185, 11, 0
394, 11, 0
394, 12, 0
430, 12, 0
409, 12, 0
409, 13, 0
408, 13, 0
405, 13, 0
525, 14, 0
405, 14, 0
405, 15, 0
428, 15, 0
421, 15, 0
412, 16, 0
423, 16, 0
426, 16, 0
421, 17, 0
427, 17, 0
427, 18, 0
431, 18, 0
427, 18, 0
427, 19, 0
428, 19, 0
435, 19, 0
608, 20, 0
434, 20, 0
431, 21, 0
449, 21, 0
430, 21, 0
439, 22, 0
440, 22, 0
436, 22, 0
615, 23, 0
439, 23, 0
443, 23, 0
436, 24, 0
442, 24, 0
443, 25, 0
447, 25, 0
439, 25, 0
615, 26, 0
439, 26, 0
471, 27, 0
446, 27, 0
446, 27, 0
450, 28, 0
471, 28, 0
449, 28, 0
454, 29, 0
455, 29, 0
469, 29, 0
457, 30, 0
457, 30, 0
460, 31, 0
457, 31, 0
457, 31, 0
639, 32, 0
460, 32, 0
461, 32, 0
460, 33, 0
461, 33, 0
486, 34, 0
471, 34, 0
471, 34, 0
654, 35, 0
490, 35, 0
468, 35, 0
465, 36, 0
466, 36, 0
482, 37, 0
465, 37, 0
464, 37, 0
634, 38, 0
469, 38, 0
468, 38, 0
468, 39, 0
468, 39, 0
469, 40, 0
467, 40, 0
468, 40, 0
639, 41, 0
467, 41, 0
468, 41, 0
473, 42, 0
491, 42, 0
476, 43, 0
472, 43, 0
474, 43, 0
599, 44, 0
472, 44, 0
