356, 0, 0
361, 0, 0
355, 0, 0
355, 0, 0
356, 0, 0
371, 0, 0
355, 0, 0
356, 1, 0
356, 2, 0
378, 3, 0
355, 4, 0
438, 5, 0
431, 6, 0
389, 7, 0
358, 8, 0
355, 9, 0
373, 10, 0
352, 11, 0
315, 12, 0
365, 13, 0
314, 14, 0
404, 16, 0
81, 17, 0
76, 18, 0
96, 19, 0
113, 20, 0
136, 21, 0
108, 22, 0
89, 23, 0
127, 24, 0
88, 25, 0
319, 26, 0
321, 27, 0
313, 28, 0
441, 30, 0
334, 31, 0
338, 32, 0
330, 33, 0
330, 34, 0
330, 35, 0
334, 36, 0
334, 37, 0
470, 39, 0
334, 40, 0
373, 41, 0
349, 42, 0
348, 43, 0
349, 44, 0
367, 45, 0
348, 46, 0
501, 48, 0
357, 49, 0
369, 50, 0
356, 51, 0
356, 52, 0
359, 53, 0
356, 54, 0
359, 55, 0
501, 57, 0
363, 58, 0
368, 59, 0
367, 60, 0
367, 61, 0
379, 62, 0
363, 63, 0
363, 64, 0
483, 66, 0
375, 67, 0
352, 68, 0
345, 69, 0
347, 70, 0
424, 71, 0
356, 72, 0
356, 73, 0
466, 75, 0
424, 76, 0
424, 77, 0
423, 78, 0
424, 79, 0
471, 80, 0
464, 81, 0
465, 82, 0
618, 83, 0
508, 85, 0
508, 86, 0
524, 87, 0
543, 88, 0
640, 89, 0
530, 90, 0
531, 89, 0
547, 87, 0
555, 86, 0
555, 85, 0
557, 84, 0
555, 83, 0
732, 82, 0
554, 81, 0
555, 80, 0
593, 79, 0
554, 77, 0
555, 76, 0
578, 75, 0
554, 74, 0
686, 73, 0
528, 72, 0
543, 71, 0
526, 70, 0
512, 68, 0
515, 67, 0
512, 66, 0
486, 65, 0
612, 64, 0
491, 63, 0
447, 62, 0
450, 61, 0
446, 59, 0
387, 58, 0
386, 57, 0
386, 56, 0
455, 55, 0
379, 54, 0
355, 53, 0
356, 52, 0
350, 50, 0
367, 49, 0
348, 48, 0
352, 47, 0
455, 46, 0
367, 45, 0
356, 44, 0
356, 43, 0
357, 41, 0
356, 40, 0
359, 39, 0
359, 38, 0
479, 37, 0
352, 36, 0
355, 35, 0
364, 34, 0
371, 32, 0
363, 31, 0
364, 30, 0
364, 29, 0
523, 28, 0
349, 27, 0
348, 26, 0
349, 25, 0
349, 24, 0
344, 22, 0
344, 21, 0
346, 20, 0
489, 19, 0
337, 18, 0
337, 17, 0
333, 16, 0
326, 14, 0
330, 13, 0
323, 12, 0
327, 11, 0
452, 10, 0
281, 9, 0
281, 8, 0
274, 7, 0
280, 6, 0
112, 5, 0
98, 4, 0
164, 3, 0
73, 2, 0
103, 1, 0
72, 0, 1
74, 1, 1
64, 2, 1
63, 3, 1
79, 4, 1
76, 5, 1
77, 6, 1
76, 7, 1
76, 8, 1
92, 9, 1
92, 10, 1
93, 11, 1
143, 12, 1
72, 13, 1
72, 14, 1
75, 15, 1
77, 16, 1
92, 17, 1
78, 18, 1
52, 19, 1
52, 20, 1
53, 21, 1
44, 22, 1
158, 23, 1
198, 24, 1
179, 25, 1
319, 26, 1
318, 28, 1
319, 29, 1
330, 30, 1
329, 31, 1
329, 32, 1
406, 33, 1
352, 34, 1
337, 35, 1
337, 36, 1
343, 38, 1
411, 39, 1
341, 40, 1
349, 41, 1
414, 42, 1
356, 43, 1
352, 44, 1
352, 45, 1
355, 47, 1
354, 48, 1
356, 49, 1
356, 50, 1
420, 51, 1
358, 52, 1
360, 53, 1
360, 54, 1
367, 56, 1
414, 57, 1
360, 58, 1
360, 59, 1
413, 60, 1
360, 61, 1
356, 62, 1
356, 63, 1
380, 65, 1
411, 66, 1
352, 67, 1
353, 68, 1
389, 69, 1
348, 70, 1
348, 71, 1
372, 72, 1
384, 74, 1
444, 75, 1
424, 76, 1
426, 77, 1
437, 78, 1
472, 79, 1
471, 80, 1
474, 81, 1
505, 83, 1
595, 84, 1
505, 85, 1
505, 86, 1
526, 87, 1
526, 88, 1
526, 89, 1
546, 90, 1
536, 88, 1
684, 87, 1
562, 86, 1
588, 85, 1
561, 84, 1
558, 83, 1
559, 82, 1
583, 81, 1
558, 79, 1
663, 78, 1
559, 77, 1
551, 76, 1
550, 75, 1
550, 74, 1
530, 73, 1
545, 72, 1
529, 70, 1
620, 69, 1
515, 68, 1
512, 67, 1
512, 66, 1
482, 65, 1
486, 64, 1
481, 63, 1
439, 62, 1
519, 60, 1
443, 59, 1
398, 58, 1
398, 57, 1
398, 56, 1
356, 55, 1
356, 54, 1
356, 52, 1
411, 51, 1
362, 50, 1
352, 49, 1
360, 48, 1
360, 47, 1
381, 46, 1
360, 45, 1
359, 44, 1
429, 42, 1
359, 41, 1
364, 40, 1
363, 39, 1
364, 38, 1
382, 37, 1
363, 36, 1
363, 35, 1
420, 33, 1
378, 32, 1
363, 31, 1
360, 30, 1
361, 29, 1
372, 28, 1
356, 27, 1
356, 26, 1
451, 24, 1
349, 23, 1
348, 22, 1
348, 21, 1
341, 20, 1
338, 19, 1
341, 18, 1
341, 17, 1
409, 15, 1
336, 14, 1
337, 13, 1
326, 12, 1
